Admission grade,Age at enrollment,eval_ratio_1st,approval_rate_1st,approval_rate_2nd,eval_miss_rate_1st,total_approved,total_enrolled,overall_approval_rate,Marital status,application_group,Daytime/evening attendance	,Gender,International,Scholarship holder,Tuition fees up to date,Debtor,Mother_edu_group,Father_edu_group,Target
139.8,24,1.0,1.0,0.875,0.0,14,15,0.9333333333333333,2,general_admission,1,1,0,0,1,1,medium,medium,Graduate
154.4,27,0.0,0.0,0.0,0.0,0,10,0.0,1,mature_student,0,1,0,0,1,0,low,low,Dropout
115.5,19,1.6,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,1,0,0,0,1,low,low,Enrolled
119.0,39,1.1111111111111112,1.0,1.0,0.0,16,16,1.0,1,mature_student,0,1,0,0,1,0,high,medium,Graduate
96.1,25,1.8571428571428572,0.2857142857142857,0.2857142857142857,0.0,4,14,0.2857142857142857,1,mature_student,1,1,0,0,1,0,medium,low,Dropout
130.0,18,0.0,0.0,0.0,0.0,0,0,0.0,1,prior_higher_ed,1,1,0,0,0,0,medium,high,Dropout
128.8,19,1.0,1.0,1.0,0.0,24,24,1.0,1,transfer_or_change,1,1,0,0,1,0,medium,high,Graduate
126.8,21,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,general_admission,1,1,0,1,1,0,low,low,Graduate
130.0,27,0.0,0.0,0.0,0.0,0,10,0.0,1,prior_higher_ed,0,1,0,0,1,0,medium,high,Dropout
116.7,19,1.2,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
125.5,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,1,0,0,1,0,high,medium,Enrolled
110.0,27,1.0,0.75,0.5454545454545454,0.0,15,23,0.6521739130434783,1,prior_higher_ed,1,1,0,0,1,0,medium,low,Dropout
133.7,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,1,0,0,1,1,medium,low,Dropout
117.6,19,2.8,0.4,1.0,0.4,7,10,0.7,1,general_admission,1,1,0,0,1,0,high,high,Enrolled
140.0,19,2.5,0.5,0.16666666666666666,0.0,4,12,0.3333333333333333,1,prior_higher_ed,1,1,0,0,1,0,medium,low,Dropout
150.0,22,2.0,0.5,0.5,0.0,6,12,0.5,1,prior_higher_ed,1,1,0,0,1,0,medium,medium,Enrolled
133.7,18,1.0,1.0,1.0,0.0,12,12,1.0,1,special_regional,1,0,0,0,1,0,medium,low,Graduate
137.0,18,1.1666666666666667,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,special_regional,1,0,0,1,1,0,low,low,Graduate
128.2,23,1.6363636363636365,1.0,1.0,0.09090909090909091,17,17,1.0,1,transfer_or_change,1,0,0,0,1,0,high,medium,Dropout
129.2,20,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,0,1,medium,high,Dropout
129.5,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,high,medium,Graduate
129.6,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
121.7,18,1.4,1.0,0.6,0.0,8,10,0.8,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
141.8,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
129.8,20,1.0,0.8333333333333334,0.5,0.0,8,12,0.6666666666666666,1,general_admission,1,1,0,0,1,0,high,medium,Graduate
106.0,21,1.0,0.7142857142857143,0.5555555555555556,0.0,10,16,0.625,1,prior_higher_ed,1,1,0,0,1,0,medium,medium,Dropout
121.6,22,0.0,0.0,0.0,0.0,0,0,0.0,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Enrolled
121.5,20,1.4,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
117.0,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,1,medium,low,Enrolled
130.0,19,1.8,0.4,0.6,0.0,5,10,0.5,1,prior_higher_ed,1,1,0,0,1,0,low,medium,Enrolled
117.7,20,1.5,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
140.0,19,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,6,12,0.5,1,prior_higher_ed,1,1,0,0,1,0,medium,low,Dropout
133.1,19,1.4,0.6,0.3333333333333333,0.0,5,11,0.45454545454545453,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
100.0,24,1.0,0.875,1.0,0.0,13,14,0.9285714285714286,1,international,1,1,1,0,1,1,high,high,Enrolled
119.1,18,1.0,0.5,0.6666666666666666,0.0,7,12,0.5833333333333334,1,general_admission,1,1,0,0,1,1,medium,medium,Dropout
129.8,18,1.2,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,1,0,1,0,0,medium,medium,Enrolled
131.3,18,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,1,medium,low,Dropout
136.7,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
126.2,21,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
109.6,18,2.1666666666666665,0.6666666666666666,0.8333333333333334,0.0,9,12,0.75,1,international,1,0,1,0,1,0,low,low,Dropout
131.9,18,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
140.7,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
120.7,23,1.3333333333333333,0.6666666666666666,0.0,0.0,4,12,0.3333333333333333,1,general_admission,0,0,0,0,1,0,high,medium,Dropout
113.8,21,1.8,0.6,0.8,0.0,7,10,0.7,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
121.0,20,2.1666666666666665,0.16666666666666666,0.16666666666666666,0.0,2,12,0.16666666666666666,1,general_admission,1,0,0,0,1,0,medium,low,Enrolled
112.4,26,2.142857142857143,1.0,0.3333333333333333,0.0,9,13,0.6923076923076923,1,general_admission,0,0,0,0,1,0,very_low,very_low,Dropout
131.0,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,medium,Enrolled
142.7,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,1,0,high,low,Dropout
125.5,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,0,0,medium,medium,Graduate
107.8,20,1.4285714285714286,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
110.4,19,1.1666666666666667,1.0,0.3333333333333333,0.0,8,12,0.6666666666666666,1,general_admission,1,0,0,0,0,1,low,medium,Dropout
136.1,21,1.3333333333333333,0.5,0.3333333333333333,0.0,5,12,0.4166666666666667,1,prior_higher_ed,1,0,0,0,1,1,low,medium,Enrolled
138.3,33,1.4,0.9,0.7777777777777778,0.0,16,19,0.8421052631578947,1,mature_student,1,0,0,0,1,0,low,low,Graduate
142.3,18,1.4,0.8,0.8,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,high,low,Graduate
145.0,21,1.5714285714285714,0.8571428571428571,0.8571428571428571,0.5714285714285714,36,42,0.8571428571428571,1,transfer_or_change,1,0,0,0,1,0,low,medium,Graduate
125.7,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
108.0,33,1.0,1.0,0.8571428571428571,0.0,13,14,0.9285714285714286,4,mature_student,1,0,0,0,0,1,low,medium,Enrolled
128.7,18,1.4285714285714286,1.0,1.0,0.0,15,15,1.0,2,general_admission,1,0,0,0,1,0,low,low,Graduate
128.0,18,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
146.5,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
106.1,20,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,0,0,low,low,Dropout
118.0,20,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,0,0,0,1,1,0,medium,medium,Graduate
117.0,19,1.2,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
115.4,19,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
117.0,21,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
144.9,26,1.8333333333333333,0.5,0.6666666666666666,0.0,7,12,0.5833333333333334,1,mature_student,1,0,0,0,1,0,high,high,Enrolled
127.0,21,0.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,1,0,low,low,Dropout
118.0,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,medium,low,Graduate
118.0,27,2.0,0.8571428571428571,0.14285714285714285,0.0,7,14,0.5,5,mature_student,1,0,0,0,1,0,low,low,Dropout
126.4,20,1.0,1.0,0.9166666666666666,0.0,23,24,0.9583333333333334,1,transfer_or_change,1,0,0,1,1,0,medium,low,Graduate
110.0,21,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,transfer_or_change,1,0,0,0,1,0,medium,high,Enrolled
124.4,18,1.0,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
140.0,20,2.1666666666666665,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Enrolled
129.4,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
141.7,20,1.0,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,1,1,0,medium,medium,Graduate
132.1,19,2.0,0.6,0.6,0.2,6,10,0.6,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
116.8,20,1.1428571428571428,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,0,1,0,low,high,Graduate
135.0,20,1.0,1.0,1.0,0.0,10,10,1.0,1,general_admission,0,0,0,1,1,0,medium,low,Graduate
150.0,20,2.0,0.4,0.8,0.2,6,10,0.6,1,prior_higher_ed,1,0,0,0,1,0,low,medium,Enrolled
116.0,19,1.1666666666666667,0.0,0.0,0.0,0,11,0.0,1,general_admission,1,0,0,0,1,1,medium,medium,Dropout
155.0,18,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,high,Graduate
127.0,18,1.4,0.6,1.0,0.0,8,10,0.8,1,general_admission,1,0,0,0,1,0,low,low,Graduate
130.8,19,1.4285714285714286,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,1,1,0,low,low,Graduate
121.8,19,1.1428571428571428,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,general_admission,1,0,0,0,1,0,medium,low,Dropout
140.0,43,1.3333333333333333,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,mature_student,1,1,0,0,1,0,low,low,Enrolled
148.5,47,1.4,0.8,0.7142857142857143,0.0,13,17,0.7647058823529411,2,transfer_or_change,1,1,0,0,1,0,low,medium,Dropout
109.8,23,1.0,0.0,0.0,0.0,0,5,0.0,1,transfer_or_change,1,1,0,0,0,0,very_low,very_low,Dropout
119.7,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,1,1,1,1,medium,medium,Graduate
122.0,20,1.375,0.75,0.75,0.0,12,16,0.75,1,transfer_or_change,1,0,0,0,1,0,high,high,Graduate
147.5,19,1.0,1.0,1.0,0.0,23,23,1.0,1,general_admission,1,0,0,1,1,0,medium,high,Graduate
150.8,19,2.1666666666666665,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,1,0,1,0,low,low,Graduate
150.0,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,1,0,medium,low,Graduate
131.5,39,1.5,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,mature_student,0,0,0,1,1,1,medium,medium,Graduate
127.2,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
111.0,21,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,low,medium,Graduate
119.9,22,1.4545454545454546,0.8181818181818182,0.4,0.0,13,21,0.6190476190476191,1,transfer_or_change,1,0,1,0,0,1,low,medium,Graduate
133.7,19,1.8333333333333333,0.16666666666666666,0.0,0.0,1,11,0.09090909090909091,1,general_admission,1,0,0,0,1,0,medium,low,Dropout
140.0,22,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
113.9,19,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,special_regional,1,0,0,1,1,0,medium,medium,Graduate
120.7,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,1,low,low,Dropout
119.8,26,1.8,1.0,1.0,0.0,10,10,1.0,5,mature_student,1,1,0,0,1,0,medium,medium,Enrolled
121.8,36,1.0,0.0,0.0,0.0,0,10,0.0,1,mature_student,0,1,0,0,0,0,low,low,Dropout
117.7,20,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,1,1,1,medium,high,Graduate
110.0,30,1.6,0.4,0.8,0.0,6,10,0.6,2,mature_student,1,1,0,0,1,0,low,low,Dropout
134.4,24,1.1666666666666667,1.0,1.0,0.0,12,12,1.0,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Dropout
125.3,26,1.0,0.7333333333333333,0.7857142857142857,0.0,22,29,0.7586206896551724,1,general_admission,1,1,0,0,1,0,very_low,very_low,Dropout
119.1,19,3.2,0.2,0.0,0.0,1,10,0.1,1,general_admission,1,1,0,0,0,0,medium,low,Dropout
146.0,34,1.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,5,mature_student,1,1,0,0,1,0,medium,low,Graduate
130.0,33,2.4,0.2,0.6,0.4,4,10,0.4,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Enrolled
122.0,19,1.6,1.0,0.8,0.2,9,10,0.9,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
118.1,26,2.2,0.2,0.2,0.0,2,10,0.2,1,general_admission,1,1,0,0,0,1,medium,medium,Dropout
105.2,29,1.1666666666666667,0.16666666666666666,0.0,0.0,1,12,0.08333333333333333,1,mature_student,1,1,0,0,1,0,low,low,Dropout
123.3,19,1.8,1.0,0.4,0.0,7,10,0.7,1,general_admission,1,1,0,1,1,0,medium,low,Dropout
124.8,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
149.4,29,2.2,0.4,0.2,0.0,3,10,0.3,1,mature_student,0,1,0,0,0,0,medium,low,Dropout
108.5,21,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,transfer_or_change,1,1,0,0,1,0,low,low,Graduate
125.0,19,1.1666666666666667,0.8333333333333334,0.3333333333333333,0.0,7,12,0.5833333333333334,1,general_admission,1,1,0,0,1,0,medium,medium,Enrolled
101.0,20,2.0,0.7142857142857143,0.875,0.0,12,15,0.8,1,general_admission,1,1,0,0,1,0,low,low,Graduate
112.9,18,1.0,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,1,0,0,1,0,high,medium,Dropout
120.2,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,1,0,0,1,0,low,low,Enrolled
111.6,21,1.0,1.0,0.6,0.0,8,10,0.8,1,general_admission,1,1,0,1,1,1,very_low,very_low,Enrolled
134.1,20,0.0,0.0,0.0,0.0,0,10,0.0,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
101.6,30,2.2,0.0,0.0,0.0,0,10,0.0,1,mature_student,1,1,0,1,1,0,low,low,Dropout
111.9,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,1,0,0,1,0,low,low,Graduate
118.4,30,1.4,1.0,0.8,0.0,9,10,0.9,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Dropout
127.1,22,1.6,1.0,0.8,0.0,9,10,0.9,1,general_admission,1,1,0,1,1,0,low,medium,Graduate
120.5,22,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,low,low,Graduate
136.1,19,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,1,0,0,0,1,medium,medium,Dropout
124.0,21,1.4,0.6,0.8,0.0,7,10,0.7,1,general_admission,1,1,0,0,1,0,medium,medium,Dropout
141.6,21,1.4,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,1,0,0,1,0,low,low,Graduate
160.0,21,0.0,0.0,0.0,0.0,0,0,0.0,1,prior_higher_ed,1,1,0,1,1,1,medium,low,Dropout
110.0,27,2.6,0.6,0.6,0.0,6,10,0.6,1,mature_student,1,1,0,0,1,0,medium,medium,Dropout
100.0,32,1.0,0.0,0.0,0.0,0,14,0.0,1,transfer_or_change,1,1,0,0,1,0,low,low,Dropout
120.0,40,2.1666666666666665,0.0,0.0,0.0,0,12,0.0,1,mature_student,1,1,0,0,0,1,low,medium,Dropout
124.8,20,1.8,0.4,0.4,0.0,4,10,0.4,1,general_admission,1,1,0,0,1,0,low,medium,Enrolled
140.0,20,1.6,0.4,0.4,0.0,4,10,0.4,1,prior_higher_ed,1,1,0,0,1,0,high,high,Dropout
124.3,18,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,low,low,Graduate
118.9,21,2.2,0.4,0.0,0.0,2,10,0.2,1,transfer_or_change,1,1,0,0,1,0,medium,low,Dropout
130.2,18,1.0,1.0,0.0,0.0,6,12,0.5,1,general_admission,1,1,0,0,1,0,medium,low,Dropout
120.0,19,2.8333333333333335,0.16666666666666666,0.0,0.0,1,12,0.08333333333333333,1,prior_higher_ed,1,1,0,0,1,0,medium,high,Enrolled
140.0,30,1.0,0.16666666666666666,0.0,0.0,1,12,0.08333333333333333,5,prior_higher_ed,1,1,0,0,0,0,low,low,Dropout
130.0,29,2.8333333333333335,0.0,0.0,0.3333333333333333,0,12,0.0,1,mature_student,1,1,0,0,1,0,medium,medium,Dropout
130.4,18,2.0,0.2,0.6,0.0,4,10,0.4,1,general_admission,1,1,0,0,1,1,medium,medium,Dropout
116.1,18,1.2,0.8,1.0,0.0,9,10,0.9,1,general_admission,1,1,0,1,1,0,medium,medium,Dropout
130.0,22,2.1,0.5,0.8571428571428571,0.1,11,17,0.6470588235294118,1,prior_higher_ed,1,1,0,0,1,0,medium,medium,Dropout
124.3,27,1.0,0.0,0.0,0.0,0,10,0.0,1,transfer_or_change,0,1,0,0,0,0,low,low,Dropout
125.0,20,1.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,9,12,0.75,1,general_admission,1,1,0,0,1,0,low,medium,Graduate
110.0,42,1.0,0.9166666666666666,0.9090909090909091,0.0,21,23,0.9130434782608695,1,transfer_or_change,0,1,0,0,1,0,medium,low,Graduate
115.0,21,1.0833333333333333,1.0,1.0,0.0,24,24,1.0,1,general_admission,1,1,0,0,1,1,low,low,Graduate
129.6,23,1.4285714285714286,0.8571428571428571,0.875,0.0,13,15,0.8666666666666667,1,transfer_or_change,1,1,0,0,1,0,medium,low,Graduate
128.8,21,1.0833333333333333,0.4166666666666667,0.3333333333333333,0.0,9,24,0.375,1,transfer_or_change,1,1,0,0,1,0,low,low,Dropout
144.2,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,0,0,1,0,high,high,Graduate
134.0,40,1.1666666666666667,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,2,mature_student,1,1,0,1,1,0,low,low,Dropout
112.0,22,1.0,0.5555555555555556,0.7777777777777778,0.0,12,18,0.6666666666666666,1,transfer_or_change,1,1,0,0,1,0,medium,medium,Dropout
128.8,19,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,general_admission,1,1,0,0,1,0,low,low,Graduate
134.0,24,1.6,1.0,0.8,0.0,9,10,0.9,1,mature_student,1,1,0,1,1,0,medium,low,Enrolled
125.0,21,1.6666666666666667,0.8333333333333334,0.3333333333333333,0.0,7,12,0.5833333333333334,1,general_admission,1,1,0,0,1,0,high,medium,Enrolled
123.2,18,1.0,1.0,1.0,0.0,10,10,1.0,1,general_admission,1,1,0,0,1,0,high,medium,Graduate
118.4,18,2.0,0.0,0.4,0.0,2,10,0.2,1,general_admission,1,1,0,0,1,0,low,low,Dropout
116.2,24,1.8333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,transfer_or_change,1,1,0,0,1,0,high,medium,Dropout
123.0,28,3.2,0.6,1.0,0.0,8,10,0.8,1,mature_student,1,1,0,1,1,0,low,medium,Enrolled
113.5,19,1.5,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
125.0,28,1.3333333333333333,1.0,0.6666666666666666,0.0,10,12,0.8333333333333334,1,transfer_or_change,1,0,0,0,1,0,high,high,Enrolled
134.8,18,2.0,0.0,0.0,0.0,0,12,0.0,1,general_admission,1,0,0,0,1,0,medium,medium,Dropout
149.9,19,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,0,0,0,0,0,high,medium,Graduate
119.8,19,1.0,1.0,1.0,0.0,16,16,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
125.0,21,1.2,0.0,0.8,1.0,4,10,0.4,1,transfer_or_change,1,0,0,0,1,0,medium,high,Graduate
135.1,18,0.0,0.0,0.0,0.0,0,15,0.0,1,general_admission,1,0,0,0,1,1,medium,medium,Dropout
138.3,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
122.5,19,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,low,low,Graduate
148.0,20,1.0,0.8333333333333334,1.0,0.0,22,24,0.9166666666666666,1,general_admission,1,0,0,0,1,0,high,medium,Graduate
126.2,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
129.8,20,1.0,0.8571428571428571,0.8571428571428571,0.0,12,14,0.8571428571428571,1,transfer_or_change,1,0,0,0,1,0,low,low,Graduate
104.0,26,2.2,0.2,0.0,0.2,1,10,0.1,1,mature_student,1,0,0,0,1,0,medium,low,Dropout
126.7,18,1.1428571428571428,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,high,medium,Dropout
120.0,58,2.3333333333333335,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,mature_student,0,0,0,0,1,0,low,low,Graduate
124.6,18,1.4285714285714286,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,0,0,0,1,0,medium,high,Graduate
130.0,20,2.1666666666666665,0.8333333333333334,0.6666666666666666,0.0,9,12,0.75,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Enrolled
127.3,20,0.0,0.0,0.0,0.0,0,10,0.0,1,general_admission,0,0,0,0,1,0,low,low,Dropout
122.0,29,1.2666666666666666,0.8666666666666667,1.0,0.0,27,29,0.9310344827586207,1,ordinance_entry,1,0,0,0,1,0,low,low,Graduate
125.1,27,1.3333333333333333,0.0,0.0,0.0,0,11,0.0,1,prior_higher_ed,1,0,0,0,0,1,medium,medium,Dropout
110.0,21,1.3333333333333333,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
129.8,20,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
114.9,19,2.1666666666666665,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
125.6,22,1.2857142857142858,0.8571428571428571,0.75,0.0,12,15,0.8,1,general_admission,1,0,0,1,1,0,low,low,Graduate
125.1,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,low,low,Graduate
115.7,19,1.0,0.5,0.0,0.0,3,12,0.25,1,general_admission,1,0,0,0,0,1,low,medium,Dropout
112.6,23,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,general_admission,1,0,0,0,1,0,high,high,Enrolled
127.2,18,1.0,1.0,0.8333333333333334,0.0,11,12,0.9166666666666666,1,general_admission,1,0,0,1,1,0,medium,medium,Dropout
140.0,19,0.0,0.0,0.0,0.0,0,12,0.0,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Dropout
140.0,20,1.6666666666666667,0.8333333333333334,0.8333333333333334,0.0,10,12,0.8333333333333334,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Graduate
120.4,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
100.0,26,1.1666666666666667,0.0,0.0,0.0,0,12,0.0,1,mature_student,1,0,0,1,0,1,low,low,Dropout
113.5,18,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,medium,Graduate
132.1,29,2.2,0.8,0.4,0.4,6,10,0.6,1,general_admission,1,0,0,0,1,1,low,low,Dropout
160.0,20,1.6666666666666667,1.0,1.0,0.0,12,12,1.0,1,prior_higher_ed,1,0,0,0,0,0,high,medium,Graduate
126.3,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,0,1,0,medium,high,Graduate
160.0,23,2.0,0.6666666666666666,0.3333333333333333,0.0,6,12,0.5,1,prior_higher_ed,1,0,0,0,1,0,medium,medium,Enrolled
100.0,25,1.4285714285714286,0.42857142857142855,0.375,0.0,6,15,0.4,1,transfer_or_change,1,0,0,0,1,0,high,high,Enrolled
125.8,18,1.0,0.875,0.875,0.0,14,16,0.875,1,general_admission,1,0,0,0,1,0,high,high,Graduate
142.2,19,1.0,1.0,1.0,0.0,12,12,1.0,1,general_admission,1,0,0,1,1,0,medium,low,Graduate
119.4,18,1.4285714285714286,1.0,1.0,0.0,14,14,1.0,1,general_admission,1,0,0,0,1,0,medium,medium,Graduate
106.4,19,1.2857142857142858,0.7142857142857143,0.8571428571428571,0.0,11,14,0.7857142857142857,1,general_admission,1,0,0,1,1,0,medium,medium,Enrolled
120.0,36,1.5,0.4,0.4444444444444444,0.0,8,19,0.42105263157894735,1,prior_higher_ed,0,0,0,0,1,0,low,medium,Dropout
150.0,20,3.0,0.5,0.5,0.0,6,12,0.5,1,prior_higher_ed,1,1,0,1,1,0,medium,low,Enrolled
148.6,20,0.0,0.0,0.0,0.0,0,0,0.0,1,general_admission,1,1,1,0,1,0,medium,medium,Dropout
108.7,18,1.5,0.8333333333333334,0.0,0.0,5,12,0.4166666666666667,1,general_admission,1,1,0,0,1,0,low,low,Dropout
130.0,19,1.3333333333333333,0.8333333333333334,1.0,0.0,11,12,0.9166666666666666,1,prior_higher_ed,1,1,0,0,1,0,high,medium,Enrolled
124.6,20,1.0,0.3333333333333333,0.3333333333333333,0.0,5,15,0.3333333333333333,1,general_admission,1,1,0,0,0,1,medium,high,Dropout
131.0,18,1.2857142857142858,1.0,1.0,0.0,15,15,1.0,1,general_admission,1,1,0,0,1,0,medium,medium,Graduate
